amount,balance,currency,hour,description,recentTxCount,isFraud
44.53,4294.96,RON,13,subscription,3,0
52.74,7092.07,RON,18,transfer,3,0
808.21,4823.51,EUR,7,transfer,1,0
114.43,4075.45,RON,6,bills,6,0
1308.57,8007.99,RON,11,bills,1,0
70.53,3686.72,RON,18,subscription,3,0
511.13,5007.54,RON,10,transfer,2,0
148.32,6568.4,EUR,16,transfer,2,0
420.89,3593.94,USD,15,shopping,3,0
134.62,4538.08,RON,19,subscription,1,0
65.42,5175.44,RON,15,shopping,2,0
5.9,6084.45,RON,13,subscription,2,0
145.12,4789.44,RON,18,transfer,1,0
85.07,6340.74,RON,6,shopping,0,0
155.42,3062.27,RON,16,payment,2,0
826.21,7660.85,RON,10,bills,4,0
157.37,4870.83,RON,8,bills,3,0
196.68,5892.46,USD,17,subscription,1,0
87.12,2874.61,EUR,7,payment,0,0
94.56,5129.81,RON,10,subscription,2,0
515.04,3538.65,EUR,10,subscription,0,0
24.72,5533.75,RON,6,payment,2,0
4930.87,2154.47,EUR,1,unknown,5,1
135.79,6460.02,RON,14,transfer,0,0
433.79,4936.01,RON,13,transfer,1,0
172.53,4449.52,RON,10,bills,2,0
52.61,7010.47,RON,8,payment,0,0
22.21,3272.67,RON,15,bills,4,0
5994.06,3035.64,EUR,3,unknown,2,1
23.44,4148.82,RON,12,shopping,1,0
253.22,5367.2,RON,6,subscription,4,0
130.39,5233.41,EUR,18,subscription,2,0
448.44,3624.48,RON,21,transfer,0,0
100.33,5749.53,RON,6,transfer,1,0
3.44,2776.56,RON,13,subscription,0,0
299.07,5416.13,RON,18,transfer,2,0
356.17,3846.6,RON,9,subscription,2,0
197.39,4889.45,EUR,8,subscription,0,0
31.24,5920.55,USD,8,payment,5,0
445.44,4488.3,RON,20,shopping,1,0
788.09,4957.68,RON,21,bills,1,0
228.08,6970.92,RON,21,transfer,5,0
198.18,6537.44,RON,15,subscription,1,0
332.34,2743.49,EUR,20,subscription,0,0
1.38,4579.19,EUR,19,payment,1,0
397.26,7213.39,RON,6,transfer,3,0
75.18,4272.37,RON,7,bills,0,0
5652.17,609.37,USD,0,lottery,8,1
775.49,3080.87,EUR,18,payment,3,0
118.27,6978.17,RON,14,transfer,1,0
71.71,8037.11,USD,20,bills,6,0
224.63,3397.64,RON,13,shopping,1,0
149.84,3754.62,RON,10,subscription,3,0
302.78,3392.13,RON,21,transfer,4,0
83.46,7868.03,EUR,12,bills,0,0
234.84,5307.45,RON,9,payment,4,0
192.44,3254.77,RON,13,shopping,4,0
0.35,4604.11,RON,7,subscription,0,0
41.41,6328.02,RON,18,payment,0,0
290.17,7145.73,EUR,8,bills,3,0
676.99,7118.78,RON,20,shopping,1,0
261.03,5436.97,EUR,7,shopping,2,0
130.38,4380.6,RON,6,transfer,5,0
89.46,4247.85,RON,7,subscription,2,0
230.87,3525.8,RON,15,shopping,2,0
406.05,2462.13,RON,15,transfer,3,0
257.99,3990.2,RON,11,transfer,5,0
48.53,5159.82,EUR,8,subscription,2,0
81.93,5441.87,RON,21,bills,4,0
555.65,3350.2,RON,9,shopping,0,0
180.14,7865.99,EUR,16,transfer,0,0
249.19,5167.28,RON,7,transfer,5,0
217.32,4793.52,RON,12,payment,0,0
187.09,7524.21,RON,8,shopping,2,0
28.62,5710.16,RON,19,transfer,2,0
356.52,5410.07,RON,15,subscription,0,0
86.49,4742.35,RON,20,bills,2,0
118.36,4712.21,RON,13,transfer,2,0
162.75,5191.48,USD,13,shopping,3,0
33.22,6335.21,RON,16,transfer,0,0
23.15,5496.88,EUR,11,transfer,1,0
121.33,7122.48,RON,7,transfer,2,0
146.51,6001.46,EUR,8,payment,2,0
9.83,5396.58,RON,14,payment,4,0
62.57,2578.54,USD,9,transfer,3,0
224.84,4071.42,RON,11,payment,4,0
4350.01,3059.74,EUR,0,urgent transfer,6,1
415.68,4370.09,RON,10,subscription,1,0
327.56,5288.8,RON,11,bills,0,0
97.16,6591.73,EUR,6,payment,2,0
275.12,6104.21,EUR,8,shopping,1,0
52.75,6565.74,RON,18,transfer,2,0
344.82,3463.73,EUR,10,bills,2,0
431.88,3909.11,EUR,16,bills,0,0
213.4,6497.76,RON,11,bills,1,0
652.57,6763.84,EUR,14,transfer,3,0
178.47,5750.62,RON,21,shopping,2,0
175.81,2852.33,RON,19,transfer,6,0
258.96,4982.76,USD,17,payment,4,0
168.21,5786.97,EUR,9,payment,2,0
219.53,6603.27,RON,20,transfer,0,0
389.72,5795.15,RON,6,payment,1,0
656.64,7556.56,RON,19,subscription,1,0
89.24,5780.69,RON,19,bills,1,0
12.46,5697.05,RON,8,bills,0,0
285.64,4266.54,RON,8,subscription,3,0
52.06,1888.15,RON,18,shopping,1,0
218.16,4825.41,RON,6,subscription,3,0
12.66,5790.14,RON,18,bills,2,0
162.4,6822.27,RON,20,transfer,0,0
4.52,5152.13,RON,18,transfer,5,0
121.18,5310.64,EUR,14,bills,1,0
37.57,4839.85,EUR,17,subscription,3,0
33.23,3404.55,RON,10,transfer,4,0
194.99,4614.68,RON,8,shopping,3,0
70.69,7002.81,RON,13,shopping,3,0
0.24,1518.15,RON,14,subscription,2,0
5876.21,1223.42,EUR,2,unknown,9,1
3.92,4925.44,RON,15,transfer,3,0
19.38,3200.09,RON,12,shopping,3,0
4456.93,2289.89,EUR,2,urgent transfer,7,1
152.65,5587.77,EUR,12,bills,1,0
41.33,4507.79,EUR,19,shopping,2,0
19.84,3907.01,RON,11,transfer,3,0
350.74,4638.96,RON,18,subscription,1,0
239.31,2543.98,RON,7,payment,1,0
120.42,2850.63,RON,13,shopping,3,0
112.15,3420.01,USD,19,shopping,2,0
75.6,2679.07,RON,15,bills,0,0
73.08,6045.18,RON,14,shopping,3,0
166.9,4481.85,RON,18,bills,1,0
155.02,2639.98,RON,20,subscription,3,0
47.24,5774.2,EUR,12,subscription,1,0
186.31,5293.68,RON,10,shopping,5,0
1218.77,4572.87,RON,11,transfer,2,0
325.53,6159.36,RON,15,bills,2,0
60.35,7049.36,RON,15,shopping,4,0
354.72,4568.71,RON,20,transfer,1,0
100.23,2996.25,RON,10,shopping,4,0
264.09,5649.36,RON,17,bills,2,0
33.27,2400.07,EUR,7,transfer,1,0
324.65,4105.77,EUR,18,shopping,2,0
103.33,5397.42,RON,19,subscription,4,0
361.83,2267.95,USD,6,subscription,1,0
510.43,5039.92,EUR,20,shopping,0,0
287.03,6923.64,RON,9,transfer,0,0
8.1,4064.01,EUR,19,transfer,0,0
167.05,7262.07,RON,16,bills,2,0
78.72,4395.31,RON,12,transfer,1,0
424.29,8126.76,RON,16,bills,2,0
75.98,5056.42,EUR,9,payment,1,0
451.42,5606.52,RON,8,subscription,1,0
4309.01,1133.22,EUR,2,bonus,9,1
300.29,4723.06,RON,13,subscription,2,0
808.16,5358.11,EUR,15,subscription,4,0
507.18,4461.71,RON,20,shopping,3,0
195.54,7684.61,RON,14,shopping,2,0
250.4,3630.12,EUR,14,payment,4,0
133.12,6466.59,EUR,17,shopping,3,0
40.44,4158.46,RON,11,payment,0,0
960.55,6034.28,RON,18,transfer,1,0
70.86,4735.34,EUR,14,transfer,2,0
47.32,6555.0,RON,17,shopping,2,0
221.97,5902.7,RON,15,shopping,0,0
213.12,6007.44,RON,16,shopping,1,0
764.58,4754.11,RON,15,subscription,1,0
111.75,3400.99,RON,18,bills,1,0
0.95,6918.15,EUR,13,subscription,0,0
443.15,5265.28,RON,13,bills,1,0
157.1,6210.57,USD,8,transfer,2,0
556.65,6315.47,EUR,12,transfer,1,0
63.11,4220.59,RON,16,transfer,3,0
48.48,5885.3,RON,15,bills,6,0
150.43,3989.62,EUR,20,payment,1,0
182.38,6148.37,RON,21,payment,2,0
260.02,6774.65,RON,6,transfer,4,0
382.41,4361.84,USD,15,bills,1,0
4209.84,895.23,EUR,0,bonus,5,1
181.59,4808.21,RON,8,payment,3,0
608.56,5615.36,RON,10,subscription,2,0
21.32,6412.76,RON,11,transfer,2,0
139.23,7011.49,RON,10,subscription,1,0
110.34,5326.06,RON,10,payment,3,0
568.22,4592.43,USD,10,payment,5,0
775.17,3173.06,RON,8,bills,3,0
62.41,3582.02,EUR,8,subscription,1,0
181.89,2959.09,RON,7,subscription,2,0
64.91,6391.46,RON,7,subscription,1,0
25.46,5793.32,RON,12,transfer,2,0
105.92,3596.36,RON,6,transfer,1,0
46.19,7083.37,RON,18,payment,7,0
409.68,4261.91,RON,13,transfer,2,0
22.08,3741.32,RON,7,shopping,0,0
463.93,8436.2,EUR,20,payment,1,0
2.83,3558.68,EUR,20,subscription,1,0
14.17,7244.57,RON,6,subscription,5,0
44.21,5266.26,EUR,14,shopping,2,0
82.29,2332.76,EUR,14,payment,0,0
243.01,4838.14,RON,10,bills,3,0
318.09,2738.34,EUR,11,shopping,1,0
812.66,2473.66,RON,10,subscription,2,0
133.35,3240.64,RON,12,shopping,1,0
4522.17,1605.25,EUR,4,lottery,6,1
661.41,4157.62,RON,7,subscription,1,0
104.67,4911.98,RON,7,transfer,2,0
654.4,3951.41,RON,8,bills,3,0
239.47,7106.09,EUR,20,bills,1,0
4686.86,3553.0,EUR,4,bonus,6,1
67.52,6349.95,RON,6,subscription,1,0
39.14,4454.82,RON,14,bills,0,0
373.24,7222.27,RON,21,subscription,5,0
37.4,4903.45,RON,16,shopping,0,0
284.52,6265.64,RON,9,shopping,3,0
39.3,4586.1,RON,14,subscription,1,0
142.44,8486.54,RON,15,subscription,3,0
89.4,4470.66,RON,13,bills,1,0
151.47,4942.6,RON,12,bills,2,0
129.0,6825.73,RON,13,payment,3,0
106.79,4361.2,EUR,6,shopping,3,0
66.86,7430.73,EUR,7,payment,1,0
362.26,5917.76,EUR,12,transfer,3,0
26.82,4330.58,EUR,7,subscription,3,0
1063.34,6185.51,EUR,16,payment,3,0
4400.55,847.18,USD,1,urgent transfer,5,1
333.21,4508.83,RON,17,shopping,2,0
227.04,4615.65,RON,13,transfer,1,0
179.73,4449.22,RON,17,bills,2,0
266.54,6597.4,RON,12,payment,2,0
232.02,6283.14,RON,12,payment,2,0
25.6,5194.3,RON,7,transfer,1,0
32.99,4809.28,USD,10,shopping,3,0
244.45,6030.17,RON,8,shopping,2,0
79.46,2025.58,EUR,17,shopping,2,0
48.13,5169.45,RON,6,payment,3,0
171.02,6514.39,RON,12,subscription,4,0
6.62,5898.94,RON,15,subscription,0,0
33.58,7039.09,RON,18,shopping,3,0
143.51,4057.03,RON,21,subscription,3,0
24.71,6233.43,RON,18,payment,2,0
3.89,6449.15,EUR,20,subscription,1,0
82.48,6171.1,EUR,13,shopping,3,0
1244.09,2127.03,USD,1,lottery,6,1
33.97,3237.43,RON,8,shopping,0,0
365.26,5340.06,EUR,19,payment,2,0
29.31,5975.79,RON,10,transfer,0,0
74.78,5518.78,RON,9,payment,0,0
65.38,2266.42,EUR,7,subscription,2,0
463.67,6435.31,EUR,19,bills,0,0
70.73,3040.62,RON,15,payment,3,0
267.75,3694.2,RON,6,shopping,2,0
14.75,5643.82,USD,14,transfer,0,0
171.0,5102.24,RON,19,bills,1,0
177.85,3974.63,EUR,8,transfer,0,0
4266.15,3640.95,EUR,3,lottery,2,1
216.92,5248.63,RON,19,bills,0,0
327.36,5185.88,RON,10,bills,4,0
261.0,5997.91,USD,7,transfer,1,0
137.06,5063.59,RON,20,payment,2,0
80.6,1484.26,EUR,16,subscription,1,0
114.31,7265.81,USD,8,transfer,2,0
113.4,5261.91,USD,19,shopping,1,0
204.35,6627.65,EUR,6,shopping,5,0
151.34,7398.8,EUR,13,bills,0,0
143.33,5317.83,RON,14,subscription,2,0
172.87,5135.34,RON,17,shopping,5,0
154.43,5794.22,RON,6,bills,3,0
71.66,4424.64,EUR,20,subscription,1,0
133.07,5184.69,RON,7,shopping,1,0
16.67,5392.96,RON,8,subscription,3,0
136.24,5482.16,EUR,15,subscription,4,0
21.64,4887.18,USD,17,transfer,2,0
120.92,6689.7,RON,12,payment,1,0
272.97,3076.49,RON,11,payment,2,0
727.3,3243.74,RON,14,transfer,4,0
111.11,4675.71,USD,9,payment,1,0
201.19,6677.88,RON,17,transfer,4,0
3728.06,1894.12,EUR,1,lottery,11,1
89.93,2428.9,EUR,16,shopping,3,0
200.75,5221.92,RON,9,shopping,2,0
107.29,4268.38,RON,7,subscription,3,0
38.37,3999.08,RON,12,subscription,2,0
281.59,3773.78,USD,9,subscription,2,0
17.02,5778.23,RON,6,bills,0,0
412.0,5408.65,RON,8,subscription,1,0
155.22,2992.6,RON,14,subscription,0,0
183.85,4664.9,EUR,6,bills,1,0
0.25,5588.97,RON,16,transfer,2,0
85.71,4423.4,RON,20,payment,2,0
126.61,3571.8,RON,6,transfer,1,0
395.06,4724.15,RON,18,subscription,1,0
326.94,5508.01,RON,14,payment,2,0
9.42,4789.33,RON,6,bills,1,0
675.16,3752.56,RON,13,shopping,5,0
194.88,4650.63,RON,6,bills,2,0
178.44,6607.95,RON,16,shopping,1,0
752.92,6024.35,RON,7,payment,1,0
572.34,3437.66,USD,21,subscription,5,0
451.64,6877.31,RON,10,subscription,3,0
490.24,3473.33,RON,20,bills,2,0
2420.37,1605.2,EUR,3,urgent transfer,6,1
505.95,2616.75,USD,15,bills,3,0
297.15,6321.05,RON,11,payment,4,0
127.48,1580.78,RON,16,transfer,1,0
782.59,2666.31,USD,13,shopping,3,0
43.14,2824.65,RON,11,subscription,2,0
117.19,6047.08,RON,20,transfer,0,0
145.85,3005.19,RON,10,payment,1,0
197.96,2514.64,RON,7,bills,2,0
191.14,4318.24,RON,7,payment,1,0
767.15,2846.8,RON,21,subscription,2,0
104.16,6998.97,EUR,19,bills,2,0
569.32,3003.82,RON,21,payment,2,0
13.1,3157.47,RON,9,bills,2,0
8.01,5652.09,RON,15,subscription,2,0
21.71,4784.73,EUR,17,transfer,1,0
296.13,6582.3,EUR,10,transfer,0,0
16.28,5473.46,RON,20,transfer,1,0
82.36,6956.16,RON,9,bills,1,0
38.1,1400.15,RON,7,transfer,1,0
56.43,5885.56,EUR,13,shopping,3,0
179.19,4647.56,RON,9,payment,4,0
62.09,5793.3,RON,13,bills,3,0
56.26,3157.83,RON,10,bills,2,0
10.39,5360.86,RON,16,payment,3,0
5.61,5152.31,RON,10,subscription,1,0
121.02,5779.52,RON,16,shopping,5,0
66.71,4053.4,EUR,18,transfer,3,0
158.11,1529.74,RON,8,payment,0,0
19.98,4281.37,RON,20,transfer,2,0
23.24,7686.3,RON,12,bills,0,0
108.0,3442.72,RON,10,subscription,0,0
505.5,3149.46,USD,9,shopping,0,0
42.22,4218.84,RON,12,shopping,3,0
52.1,6860.07,RON,12,bills,2,0
58.18,4910.28,USD,20,payment,0,0
4.83,2609.88,RON,18,transfer,1,0
334.76,6193.68,RON,17,bills,2,0
32.75,4680.45,RON,11,subscription,3,0
247.21,4903.81,RON,12,shopping,1,0
310.83,5194.76,USD,12,shopping,2,0
245.54,3986.73,EUR,9,shopping,0,0
386.02,5494.72,RON,19,transfer,3,0
88.13,2910.2,EUR,10,shopping,2,0
466.07,2818.88,USD,10,payment,0,0
262.52,6177.82,RON,6,subscription,1,0
153.85,2995.15,RON,20,bills,5,0
24.98,5312.61,RON,9,shopping,1,0
7.36,4168.56,RON,19,subscription,0,0
222.98,4257.94,RON,21,transfer,2,0
5341.99,2827.05,EUR,4,urgent transfer,6,1
193.36,3761.25,USD,12,shopping,2,0
456.4,5589.18,EUR,20,subscription,1,0
273.44,4732.13,RON,19,transfer,1,0
23.96,6647.44,EUR,8,payment,3,0
352.66,3245.58,USD,9,shopping,1,0
4970.33,2894.03,USD,4,urgent transfer,5,1
4426.61,4223.21,USD,2,bonus,6,1
66.64,6195.45,RON,11,shopping,3,0
17.4,4761.59,RON,17,subscription,0,0
22.11,4670.25,USD,17,payment,5,0
153.27,4551.33,EUR,13,shopping,1,0
254.32,6450.77,USD,14,subscription,1,0
424.84,4802.61,RON,21,bills,4,0
33.71,4427.59,RON,6,bills,1,0
30.28,5795.08,RON,9,bills,2,0
446.44,4552.6,RON,8,payment,2,0
4348.18,1828.28,EUR,2,lottery,6,1
362.45,6532.43,EUR,14,subscription,5,0
175.14,5408.09,EUR,18,bills,1,0
427.7,6005.67,USD,11,shopping,2,0
367.48,6385.21,RON,14,subscription,3,0
32.01,4369.06,RON,14,bills,4,0
136.7,7435.34,EUR,10,payment,2,0
250.69,2904.83,RON,7,shopping,2,0
305.44,6139.25,USD,15,transfer,3,0
32.2,3676.86,RON,10,payment,5,0
59.08,3351.77,RON,18,payment,1,0
193.87,4674.78,RON,17,transfer,2,0
289.08,5819.64,RON,12,shopping,2,0
350.54,7533.98,RON,9,transfer,2,0
53.31,4893.45,RON,11,payment,5,0
140.42,4075.97,EUR,13,subscription,1,0
281.32,3675.22,USD,10,subscription,1,0
309.92,4326.39,RON,9,transfer,1,0
109.51,4256.52,RON,19,subscription,4,0
12.79,7941.18,RON,10,subscription,1,0
29.47,6895.92,EUR,8,payment,2,0
104.17,5883.41,RON,7,shopping,2,0
130.06,4865.6,RON,15,bills,1,0
238.71,5912.81,RON,8,transfer,1,0
4936.5,3208.24,USD,1,bonus,4,1
225.0,6455.15,USD,14,shopping,1,0
410.56,5372.3,RON,20,subscription,2,0
160.35,3897.43,RON,17,payment,1,0
246.38,4481.75,EUR,19,shopping,1,0
113.75,4118.21,RON,19,transfer,1,0
48.54,6693.77,RON,21,subscription,0,0
165.72,6345.29,RON,8,bills,0,0
510.42,5273.85,USD,13,bills,1,0
492.28,2116.23,RON,7,transfer,5,0
235.54,7321.34,USD,9,subscription,0,0
95.68,2615.41,RON,12,bills,1,0
377.95,6220.54,RON,7,subscription,2,0
166.83,4695.01,USD,9,payment,3,0
16.31,4788.25,RON,20,subscription,2,0
30.46,4038.11,RON,20,payment,1,0
190.97,6927.62,RON,21,payment,1,0
94.06,5528.9,USD,21,payment,1,0
66.27,3964.04,RON,7,subscription,0,0
184.02,6725.42,RON,16,bills,1,0
315.5,4915.76,RON,6,shopping,0,0
12.46,5952.02,RON,14,subscription,3,0
81.61,6201.33,RON,19,transfer,0,0
5.79,4230.05,RON,16,shopping,0,0
188.83,5830.46,EUR,14,subscription,3,0
193.47,7384.36,EUR,19,subscription,5,0
88.91,4247.73,RON,9,shopping,3,0
76.26,4973.71,RON,21,transfer,5,0
100.89,4539.7,RON,12,subscription,3,0
377.26,6105.71,EUR,11,shopping,2,0
515.71,4323.59,EUR,19,subscription,2,0
21.52,3687.61,EUR,6,bills,4,0
52.88,6260.33,RON,10,transfer,2,0
434.03,5956.97,RON,8,transfer,3,0
393.77,6737.3,RON,10,transfer,3,0
349.69,5968.09,EUR,9,subscription,4,0
174.04,5952.7,RON,7,transfer,3,0
334.76,6982.54,RON,7,payment,2,0
8.0,4322.76,RON,17,bills,1,0
97.51,3435.29,RON,17,bills,3,0
599.38,5222.7,USD,9,subscription,2,0
318.9,5064.79,RON,18,shopping,0,0
271.78,5292.83,RON,15,transfer,5,0
5317.87,1843.63,EUR,0,lottery,9,1
277.72,4829.38,RON,21,transfer,0,0
141.13,5332.01,EUR,13,bills,1,0
57.66,4966.78,RON,12,shopping,5,0
57.99,4659.48,RON,12,payment,3,0
45.52,5725.77,RON,21,bills,1,0
160.43,5094.86,EUR,11,subscription,4,0
578.16,7661.98,RON,9,shopping,1,0
469.41,5530.28,USD,8,shopping,1,0
82.45,3323.48,USD,10,subscription,1,0
73.15,1021.28,RON,15,subscription,1,0
344.04,4875.19,EUR,18,transfer,1,0
4.83,7438.0,RON,11,payment,2,0
144.35,3485.53,RON,9,bills,1,0
460.93,6326.41,RON,6,shopping,3,0
43.21,2959.24,EUR,19,subscription,4,0
14.33,4428.47,EUR,13,transfer,2,0
60.45,6086.55,EUR,9,transfer,0,0
106.61,7177.93,USD,7,transfer,3,0
188.95,4596.76,RON,11,shopping,0,0
96.42,6402.33,EUR,21,shopping,0,0
4261.41,964.46,USD,4,urgent transfer,5,1
1119.32,5606.53,RON,16,payment,2,0
64.19,6890.39,RON,10,bills,2,0
3.63,3701.79,USD,20,bills,2,0
63.88,6765.54,EUR,15,payment,4,0
165.38,5146.43,RON,11,payment,1,0
193.05,1875.12,RON,11,bills,0,0
128.19,4414.07,RON,20,bills,1,0
257.35,4021.37,RON,6,payment,1,0
46.98,2773.56,RON,13,payment,2,0
69.18,5280.74,USD,10,bills,2,0
47.44,8554.88,EUR,11,transfer,1,0
250.13,5611.82,EUR,21,payment,1,0
153.13,4519.3,RON,16,shopping,1,0
9.35,4969.39,RON,20,bills,1,0
153.8,5980.83,EUR,21,shopping,2,0
5443.1,2477.05,USD,0,urgent transfer,6,1
195.93,4839.87,RON,17,bills,0,0
42.91,3443.95,RON,17,shopping,3,0
54.95,6980.53,RON,11,payment,2,0
60.51,3999.83,RON,15,shopping,0,0
26.1,4464.14,USD,7,payment,1,0
430.53,8056.54,RON,14,payment,1,0
47.89,6435.25,EUR,12,payment,0,0
0.94,5331.27,RON,9,subscription,2,0
37.35,5206.49,EUR,18,subscription,1,0
58.06,6165.02,RON,15,payment,3,0
676.29,6249.87,RON,13,shopping,2,0
95.51,5208.0,EUR,8,payment,1,0
155.59,5733.61,RON,7,payment,1,0
916.4,6519.14,EUR,16,subscription,2,0
16.44,5440.16,EUR,6,subscription,5,0
46.4,4775.32,EUR,19,shopping,2,0
114.95,3737.48,RON,12,bills,3,0
249.82,4533.86,RON,14,payment,1,0
42.74,5898.29,EUR,13,subscription,3,0
164.13,4287.78,RON,21,subscription,2,0
379.15,6207.23,EUR,8,subscription,3,0
853.84,6450.9,RON,17,transfer,0,0
31.81,7848.01,EUR,14,payment,2,0
350.95,1888.31,RON,13,payment,2,0
112.74,2906.59,RON,13,subscription,3,0
322.5,5198.89,RON,6,subscription,2,0
3811.48,2962.54,USD,2,urgent transfer,5,1
96.33,1655.18,EUR,13,bills,0,0
32.25,2160.03,USD,19,bills,1,0
201.95,5568.85,RON,19,bills,0,0
333.36,5005.32,USD,6,transfer,1,0
133.29,4688.15,RON,14,shopping,1,0
28.93,4408.48,RON,11,subscription,1,0
330.28,4014.15,EUR,21,payment,1,0
322.92,6861.05,EUR,10,payment,1,0
1.3,5313.34,RON,14,bills,1,0
26.73,3512.11,RON,20,bills,1,0
42.26,5605.62,RON,9,payment,2,0
299.1,3473.1,RON,21,bills,0,0
28.94,5274.51,USD,16,shopping,2,0
142.63,2915.99,RON,12,bills,1,0
101.17,4127.29,RON,12,shopping,1,0
55.48,6934.27,RON,6,subscription,0,0
27.35,4699.57,EUR,9,shopping,3,0
210.21,3927.6,USD,9,shopping,1,0
21.61,3483.48,USD,13,subscription,2,0
184.37,3176.76,EUR,12,bills,6,0
99.45,3978.52,RON,17,transfer,2,0
29.86,4856.49,RON,11,shopping,2,0
279.78,7795.23,RON,11,bills,0,0
100.89,3747.5,USD,17,transfer,2,0
407.39,2180.13,RON,8,subscription,2,0
165.62,6480.21,EUR,16,payment,2,0
20.9,8128.54,USD,14,bills,2,0
218.47,4922.89,EUR,13,transfer,1,0
132.59,6247.91,RON,6,bills,2,0
200.96,7225.3,RON,12,subscription,1,0
69.77,1969.52,RON,9,subscription,2,0
176.02,5763.13,RON,20,payment,4,0
69.64,5301.75,USD,21,payment,5,0
945.87,4144.26,RON,14,subscription,1,0
225.32,7977.6,RON,14,bills,2,0
148.9,4676.08,RON,20,payment,1,0
442.49,3044.46,RON,13,bills,1,0
224.48,3751.81,RON,9,subscription,3,0
50.65,7449.66,RON,13,transfer,0,0
634.8,6584.72,RON,9,shopping,3,0
26.24,2197.95,RON,10,subscription,1,0
14.51,5271.93,RON,9,subscription,4,0
99.97,7715.09,EUR,9,transfer,3,0
178.78,7395.93,EUR,19,shopping,3,0
76.73,3023.73,RON,15,payment,2,0
395.62,3450.09,USD,16,transfer,3,0
80.99,4395.68,USD,19,bills,1,0
85.46,5676.02,RON,7,subscription,2,0
278.03,5568.44,RON,12,payment,0,0
46.43,4402.56,RON,12,shopping,2,0
196.59,5730.19,RON,8,subscription,1,0
107.81,5169.18,RON,15,shopping,1,0
25.12,7189.53,EUR,11,bills,3,0
9.62,5424.81,RON,18,payment,4,0
379.42,3754.41,EUR,12,bills,2,0
305.88,2924.19,EUR,19,bills,4,0
234.89,1637.43,RON,20,shopping,0,0
230.56,4477.55,RON,20,bills,3,0
222.84,6140.93,RON,13,transfer,1,0
5.35,3820.0,RON,18,shopping,0,0
368.2,6280.89,EUR,20,transfer,2,0
116.87,4331.97,RON,20,payment,3,0
202.63,5241.54,EUR,20,transfer,1,0
138.15,4873.67,RON,15,shopping,3,0
8.29,5362.94,RON,8,bills,1,0
5103.18,3039.86,RON,3,urgent transfer,8,1
149.06,8106.09,RON,8,payment,1,0
52.03,5722.08,RON,8,transfer,0,0
105.62,5421.09,RON,13,transfer,3,0
15.45,4238.91,RON,10,payment,2,0
394.9,2230.45,RON,16,payment,1,0
430.12,4599.96,USD,16,bills,1,0
112.1,3418.65,RON,16,payment,2,0
69.84,4820.74,EUR,14,transfer,3,0
173.09,4521.97,USD,21,subscription,3,0
17.92,5780.77,RON,11,transfer,2,0
88.67,6502.94,RON,19,transfer,3,0
157.74,3913.07,RON,13,bills,3,0
167.35,4196.75,USD,13,transfer,4,0
125.97,2590.2,RON,9,subscription,4,0
1110.85,4801.13,RON,12,subscription,0,0
95.8,6054.33,USD,7,payment,3,0
96.95,3728.98,RON,8,transfer,3,0
199.93,4525.0,USD,15,bills,0,0
31.53,5466.24,RON,8,shopping,1,0
573.71,5837.36,EUR,8,payment,4,0
179.12,516.21,RON,7,payment,1,0
0.25,2764.1,USD,14,transfer,0,0
20.28,6533.55,RON,11,subscription,3,0
98.73,3659.98,RON,15,bills,3,0
90.21,5347.38,EUR,15,transfer,1,0
408.58,2499.66,USD,15,bills,3,0
212.03,3817.0,EUR,11,payment,2,0
177.57,5294.74,RON,6,payment,3,0
748.31,5487.35,RON,20,bills,1,0
5787.77,2507.18,EUR,1,urgent transfer,7,1
62.73,6181.58,RON,8,shopping,2,0
32.54,4835.47,RON,18,shopping,0,0
89.81,6256.5,USD,19,subscription,0,0
4358.4,3909.16,EUR,0,urgent transfer,6,1
58.17,5775.06,RON,18,subscription,3,0
102.03,2728.02,RON,16,transfer,0,0
34.17,6581.84,RON,14,bills,3,0
123.5,6497.28,EUR,10,subscription,0,0
252.85,4550.26,USD,7,payment,0,0
85.61,7237.8,RON,10,payment,6,0
160.79,4500.67,RON,11,subscription,1,0
30.88,6720.65,USD,6,subscription,4,0
190.98,5468.13,RON,10,subscription,1,0
218.04,4842.38,RON,13,transfer,2,0
500.77,2352.19,RON,17,subscription,1,0
504.58,4630.61,RON,14,transfer,6,0
298.79,2595.29,RON,11,transfer,3,0
382.18,4519.63,USD,8,transfer,0,0
201.7,6630.57,RON,17,transfer,3,0
142.35,5960.37,RON,18,payment,2,0
31.96,5243.3,RON,16,transfer,4,0
515.43,4659.07,USD,11,payment,2,0
89.21,5012.75,USD,16,bills,2,0
153.9,5819.47,RON,14,payment,4,0
19.58,5161.23,RON,18,transfer,3,0
656.1,5694.39,EUR,18,bills,0,0
422.84,5527.57,EUR,14,shopping,1,0
168.13,4188.76,USD,6,bills,1,0
60.96,5353.57,RON,6,subscription,2,0
450.02,5259.41,RON,14,bills,2,0
33.59,5749.39,EUR,12,shopping,2,0
8.43,4668.52,RON,8,payment,4,0
30.12,751.91,RON,7,subscription,1,0
13.05,2688.9,RON,13,subscription,6,0
442.87,3183.46,RON,18,payment,1,0
146.59,5266.73,RON,11,transfer,1,0
31.58,4456.5,RON,13,shopping,3,0
325.1,4218.81,RON,9,payment,1,0
187.75,4901.21,RON,15,bills,2,0
17.25,4816.1,EUR,12,bills,3,0
1.13,3974.34,RON,12,shopping,5,0
78.9,5568.62,RON,20,payment,2,0
